นิติบุคคลจัดตั้งเดือนเมษายน  2558,,,,,,
ทั่วประเทศ,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน", ทุนจดทะเบียน ,รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่
170,0125558010460,บจ.สมาร์ท (2015) เซอร์วิสเซส จำกัด,29/4/2558," 1,000,000 ",ธุรกิจบริการรับเป็นที่ปรึกษาและให้คำแนะนำปัญหาเกี่ยวกับด้านบริหาร งานพาณิชยกรรม อุตสาหกรรม,92/311 หมู่ที่ 5  ต.บ้านใหม่ อ.ปากเกร็ด จ.นนทบุรี 11120
171,0125558010486,บจ.บ้านบงแอคเค้าท์ติ้ง แอนด์ ลอว์ จำกัด,29/4/2558," 1,000,000 ",ประกอบกิจการ ให้บริการจัดทำบัญชี จดทะเบียน,90/690 หมู่บ้านเดอะวิลล่า-รัตนาธิเบศร์ หมู่ที่ 5 ซอย15 ถนนรัตนาธิเบศร์  ต.ท่าอิฐ อ.ปากเกร็ด จ.นนทบุรี 11120
172,0125558010524,บจ.สยาม แมชชีน ทูล อิมพอร์ต แอนด์ เอ็กซ์พอร์ต จำกัด,30/4/2558," 1,000,000 ",ประกอบกิจการรับจ้างทำชิ้นส่วนเครื่องจักรกล,54/155 หมู่ที่ 5  ต.บางพลับ อ.ปากเกร็ด จ.นนทบุรี 11120
173,0125558010583,บจ.ณ ธารธรรม จำกัด,30/4/2558," 1,000,000 ",ประกอบกิจการซักรีดเสื้อผ้า,55/10 หมู่ที่ 5  ต.บ้านใหม่ อ.ปากเกร็ด จ.นนทบุรี 11120
174,0125558010613,บจ.มูฟฟาสท์ จำกัด,30/4/2558," 1,000,000 ",ขายปลีกและส่งสินค้าอุปโภคบริโภค,469 ถนนบอนด์สตรีท  ต.บางพูด อ.ปากเกร็ด จ.นนทบุรี 11120
175,0123558001892,หจ.คุณากรณ์ ซัพพลาย,16/4/2558," 1,000,000 ",ประกอบกิจการออกแบบ จำหน่าย ติดตั้ง ซ่อม ผ้าม่านทุกชนิด,143/240 หมู่ที่ 3  ต.บางคูเวียง อ.บางกรวย จ.นนทบุรี 11130
176,0123558002007,หจ.ซีโก้ ซิลิก้า รีซอสเซส,27/4/2558," 1,000,000 ",ประกอบกิจการค้า กรวด หิน ดิน ทราย หรือสิ่งเทียมแทนวัสดุดังกล่าว,29/110 หมู่ที่ 3  ต.ปลายบาง อ.บางกรวย จ.นนทบุรี 11130
177,0125558008520,บจ.โซกู๊ด  พร็อพเพอร์ตี้ จำกัด,2/4/2558," 1,000,000 ",ประกอบกิจการเป็นนายหน้า ตัวแทน  ในกิจการและธุรกิจทุกประเภทเว้นประกันภัย การหาสมาชิกให้สมาคม,50/199 หมู่ที่ 5  ต.มหาสวัสดิ์ อ.บางกรวย จ.นนทบุรี 11130
178,0125558008601,บจ.ทาเลนต์ เอเจนซี่ จำกัด,3/4/2558," 1,000,000 ",ประกอบกิจการ รับจัดหานักแสดง นายแบบ นางแบบ โมเดลลิ่ง (ที่มิใช้กิจการจัดหางาน),155/46 หมู่ที่ 5  ต.บางกรวย อ.บางกรวย จ.นนทบุรี 11130
179,0125558008619,บจ.แม็กซ์แวลู มีเดีย จำกัด,3/4/2558," 1,000,000 ",ประกอบกิจการ ค้าสื่อโฆษณา ประชาสัมพันธ์ ทางโทรทัศน์ วิทยุ,155/46 หมู่ที่ 5  ต.บางกรวย อ.บางกรวย จ.นนทบุรี 11130
180,0125558008643,บจ.สิตากาญจน์ จำกัด,3/4/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างทุกชนิด,25/9 หมู่ที่ 4  ต.ปลายบาง อ.บางกรวย จ.นนทบุรี 11130
181,0125558008813,บจ.บี.พี.ซี.ฟู้ด กรุ๊ป จำกัด,7/4/2558," 1,000,000 ",ประกอบกิจการผลิต จำหน่าย ขนมปัง เบเกอรี่ อาหารปรุงแต่ง และผลิตภัณท์ที่ทำจากแป้งทุกชนิด,93/1 หมู่ที่ 3  ต.ปลายบาง อ.บางกรวย จ.นนทบุรี 11130
182,0125558008899,บจ.เอวริณทร์ อินเตอร์กรุ๊ป จำกัด,8/4/2558," 1,000,000 ",จำหน่ายอุปกรณ์ไฟฟ้า อุปกรณ์ของเล่นอิเล็กทรอนิกส์,108/112 หมู่ที่ 1  ต.บางขนุน อ.บางกรวย จ.นนทบุรี 11130
183,0125558008945,บจ.มาสเตอร์พีช แมททีเรียล จำกัด,9/4/2558," 1,000,000 ",ประกอบกิจการ จำหน่ายวัสดุก่อสร้างทุกประเภท,98/41 หมู่ที่ 2  ต.บางคูเวียง อ.บางกรวย จ.นนทบุรี 11130
184,0125558008970,บจ.ฝู แอนด์ โค จำกัด,9/4/2558," 1,000,000 ",การทำความสะอาดและการบริการบำรุงรักษาที่ทำเป็นประจำ เช่น การบริการล้างรถ การขัดสีเคลือบเงา,99/20 หมู่ที่ 4  ต.มหาสวัสดิ์ อ.บางกรวย จ.นนทบุรี 11130
185,0125558009143,บจ.เอส.เอ.เอส. สตูดิโอ จำกัด,9/4/2558," 1,000,000 ",บริการออกแบบ และจัดหาอุปกรณ์วัสดุเพื่อติดตั้งอุปกรณ์ประกอบฉาก บูธ เวที จัดดิสเพลย์,125/108 หมู่ที่ 3  ต.ศาลากลาง อ.บางกรวย จ.นนทบุรี 11130
186,0125558009160,บจ.สิริพรรณ กฎหมาย จำกัด,9/4/2558," 1,000,000 ",ประกอบกิจการให้บริการด้านกฎหมาย,81/16 หมู่บ้านชวนชื่นโมดัส จรัญฯ-ปิ่นเกล้า หมู่ที่ 3  ต.วัดชลอ อ.บางกรวย จ.นนทบุรี 11130
187,0125558009194,บจ.สมาร์ท พรีเมี่ยม จำกัด,9/4/2558," 1,000,000 ",ประกอบกิจการผลิและจำหน่ายสินค้าสินค้าพรี่เมี่ยม,105/21 หมู่ที่ 3  ต.วัดชลอ อ.บางกรวย จ.นนทบุรี 11130
188,0125558009402,บจ.อาร์.ยู.เอ็กซ์. ดิเวลลอปเมนท์ จำกัด,16/4/2558," 1,000,000 ",ประกอบกิจการจัดสรรที่ดิน พัฒนาที่ดิน รีสอร์ท โรงแรม สนามกอล์ฟ สวนเกษตรกรรม,89/147 หมู่ที่ 4  ต.บางขนุน อ.บางกรวย จ.นนทบุรี 11130
189,0125558009411,บจ.แสนตะลันต์ จำกัด,16/4/2558," 1,000,000 ",รับจ้าง ออกแบบ และให้คำปรึกษา งานภูมิสภาปัตยกรรม สถาปัตยกรรม อาคาร สวนและสิ่งปลูกสร้าง ตกแต่งภายใน,60/15 หมู่ที่ 6 ถนนเทอดพระเกียรติ  ต.วัดชลอ อ.บางกรวย จ.นนทบุรี 11130
