นิติบุคคลจัดตั้งเดือนมิถุนายน  2558,,,,,,
ทั่วประเทศ,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่
88 ,0115558012454,บจ.เกทช์  ไทยฟู๊ดส์ จำกัด,17/6/2558," 1,000,000 ",ประกอบกิจการจำหน่ายอาหารสำเร็จรูป,196/6 หมู่ที่ 5  ต.ท้ายบ้านใหม่ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
89 ,0115558011458,บจ.ออร่า โรโบคลีน (ประเทศไทย) จำกัด,5/6/2558," 1,000,000 ",จำหน่ายเครื่องใช้ไฟฟ้า เครื่องดูแลสุขภาพทุกชนิด เช่นเครื่องดูดฝุ่น เครื่องฟอกอากาศ เครื่องกรองน้ำ,5/3 หมู่บ้านกลางเมือง หมู่ที่ 8 ซอยวัดด่านสำโรง ถนนสุขุมวิท 113  ต.สำโรงเหนือ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
90 ,0115558012039,บจ.เอ็มพี เลเบิ้ล 2015 จำกัด,11/6/2558," 1,000,000 ",จำหน่ายกาวโฟมแผ่นยางแผ่นยางกันกระแทก และสินค้าอุปโภคบริโภค,112/4 หมู่ที่ 8  ต.บางด้วน อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
91 ,0115558011873,บจ.เจมส์ แอนด์ เจ คอนเทนเนอร์ เซอร์วิส จำกัด,10/6/2558," 1,000,000 ",ซื้อขาย ให้เช่า ตู้คอนเทนเนอร์,3199 หมู่ที่ 1  ต.สำโรงเหนือ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
92 ,0115558012021,บจ.แม็กซ์ ซัพพลาย แอนด์ แมทชีนนารี จำกัด,11/6/2558," 1,000,000 ",กิจกรรมขายส่งเครื่องจักรและอุปกรณ์สำหรับใช้ในงานอุตสาหกรรม,11/200 หมู่ที่ 8  ต.ท้ายบ้านใหม่ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
93 ,0115558012632,บจ.ชัยพาร์ท เมคคาทรอนิก จำกัด,19/6/2558," 1,000,000 ",ประกอบกิจการค้าวัสดุ อุปกรณ์ และอะไหล่สำหรับเครื่องจักรในโรงงานอุตสาหกรรม,71 ถนนเทศบาล 12  ต.ปากน้ำ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
94 ,0113558003399,หจ.เอ็นแอลเคเอส ซัพพลาย,17/6/2558," 1,000,000 ",ประกอบกิจการจำหน่ายอะไหล่อุปกรณ์และชิ้นส่วนเครื่องจักรกลในอุตสาหกรรม,68/129 หมู่ที่ 4  ต.บางเมือง อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
95 ,0115558012250,บจ.ทูล เอ็มพี จำกัด,15/6/2558," 1,000,000 ",ประกอบกิจการค้า เครื่องจักรที่ใช้ในห้องปฏิบัติการ,120/880 หมู่ที่ 2  ต.ท้ายบ้านใหม่ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
96 ,0115558011733,บจ.ริช99 แมชชีน แอนด์ เอ็นจิเนียริ่ง จำกัด,9/6/2558," 1,000,000 ",ซื้อขายอะไหล่และอุปกรณ์ประกอบเครื่องจักร,"6/146,148 หมู่ที่ 7  ต.บางเมือง อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270"
97 ,0113558003275,หจ.พอเพชร ซัพพลาย,11/6/2558," 1,000,000 ",ขายส่งวัสดุก่อสร้าง,1749/3 หมู่ที่ 7  ต.สำโรงเหนือ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
98 ,0115558011636,บจ.วันชัยเมทอลชีทเซ็นเตอร์ จำกัด,8/6/2558," 1,000,000 ",ซื้อขายวัสดุก่อสร้างประเภทหลังคาผนังบานเกล็ดแผ่นพื้นโครงสร้างฉนวนกันความร้อนเมทัลชีท,104/53 หมู่บ้านพนาสนธิ์ซิตี้ หมู่ที่ 8 ถนนศรีนครินทร์  ต.บางเมือง อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
99 ,0113558003313,หจ.ไฟฟ้า ที.บี.กรุ๊ป,12/6/2558," 1,000,000 ",ประกอบกิจการค้าอุปกรณ์ไฟฟ้าประปารวมถึงวัสดุอุปกรณ์ฮาร์ดแวร์ทุกชนิด,897 หมู่ที่ 4 ซอยศรีบุญเรือง ถนนเทพารักษ์  ต.เทพารักษ์ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
100 ,0115558011296,บจ.อีลิท มอนเดียล จำกัด,3/6/2558," 1,000,000 ",ประกอบกิจการขายปลีกขายส่ง สินค้าอุปโภค บริโภค ตามวัตถุที่ประสงค์,4199 หมู่ที่ 2 ซอยแบริ่ง 21 (ตรงข้ามอนุบาล ด.ร.กิติมา) ถนนสุขุมวิท 107  ต.สำโรงเหนือ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
101 ,0115558012071,บจ.แมนทิสเค จำกัด,12/6/2558," 1,000,000 ",ขายปลีกขายส่งสินค้าทางเภสัชภัณฑ์และเวชภัณฑ์รวมถึงอุปกรณ์ทางการแพทย์ซิลิโคน,168/2 ถนนประโคนชัย  ต.ปากน้ำ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
102 ,0115558011709,บจ.เดอะวอลรัส จำกัด,9/6/2558," 1,000,000 ",การซื้อขายสินค้าหรือบริการโดยวิธีการใช้สื่ออิเล็กทรอนิกส์ผ่านระบบเครือข่ายอินเทอร์เน็ต,1959/227 หมู่ที่ 9  ต.สำโรงเหนือ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
103 ,0115558012705,บจ.อัลทิเมท คอนซัลแทนท์ จำกัด,19/6/2558," 1,000,000 ",ประกอบกิจการบริการจัดเก็บรวบรวมจัดทำจัดพิมพ์และเผยแพร่สถิติข้อมูล,56/147 หมู่ที่ 1  ต.บางเมืองใหม่ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
104 ,0115558011661,บจ.บี อินเทลลิเจ็นท์ แพลนนิ่ง แอนด์ มาร์เก็ตติ้ง จำกัด,9/6/2558," 1,000,000 ",ให้การบริการ ปรึกษาการวางแผน ออกแบบ ทำวิจัยเกี่ยวกับแนวโน้มความเป็นไปได้ของตลาด,927 หมู่ที่ 3  ต.เทพารักษ์ อ.เมืองสมุทรปราการ จ.สมุทรปราการ 10270
