นิติบุคคลจัดตั้งเดือนกรกฎาคม  2558,,,,,,
ทั่วประเทศ,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่
157,0205558021011,บจ.ออกัส ขนส่ง จำกัด,24/7/2558," 1,000,000 ",ประกอบกิจการ รับจ้าง ขนส่งสินค้า ประเภทอุปโภคบริโภค,1/24 ถนนเทศบาลพัฒนา 2  ต.เหมือง อ.เมืองชลบุรี จ.ชลบุรี 20130
158,0205558021045,บจ.เจเค อัลลอยส์ จำกัด,24/7/2558," 1,000,000 ",ประกอบกิจการจำหน่าย ติดตั้ง แปรรูป นำเข้า-ส่งออก สินค้า ประเภทโลหะทุกชนิด,49/12 หมู่ที่ 3 ถนนมิตรสัมพันธ์ ซอย 13  ต.บ้านปึก อ.เมืองชลบุรี จ.ชลบุรี 20130
159,0205558021339,บจ.สำนักกฎหมายเดชานันท์ จำกัด,28/7/2558," 1,000,000 ",ให้บริการต่างๆ ด้านกฎหมายทุกประเภท,77/247 หมู่ที่ 3  ต.เสม็ด อ.เมืองชลบุรี จ.ชลบุรี 20130
160,0203558003614,หจ.ชาญชัยอำรุง,9/7/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างและรับจ้างทั่วไป,25/3 หมู่ที่ 4  ต.วัดโบสถ์ อ.พนัสนิคม จ.ชลบุรี 20140
161,0203558003827,หจ.พีบี โปรซัพพลาย,20/7/2558," 1,000,000 ",การผลิตคอนกรีตและปูนผสมทั้งแบบผสมเสร็จรูปแบบแห้ง ทั้งประเภทใช้ปูนซีเมนต์ปอซ์เลนเป็นส่วนผสม,105 หมู่ที่ 4  ต.บ้านช้าง อ.พนัสนิคม จ.ชลบุรี 20140
162,0205558018800,บจ.บูรพา แมเนจเม้นท์ 24 จำกัด,1/7/2558," 1,000,000 ",ประกอบกิจการรับเหมาแรงงานในกิจการทุกชนิด,465/1 หมู่ที่ 12  ต.หนองเหียง อ.พนัสนิคม จ.ชลบุรี 20140
163,0203558003622,หจ.ฟ้าคำไสย์,10/7/2558," 1,000,000 ",ประกอบกิจการค้าวัสดุก่อสร้าง อุปกรณ์และเครื่องมือในการก่อสร้าง เครื่องมือช่างทุกประเภท,23/11 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150
164,0203558003657,หจ.ภัตตาคารช้างสยาม,10/7/2558," 1,000,000 ",ประกอบกิจการภัตตาคาร,112/1 หมู่ที่ 1  ต.หนองปลาไหล อ.บางละมุง จ.ชลบุรี 20150
165,0203558003673,หจ.ศิริปารามี,13/7/2558," 1,000,000 ",ประกอบกิจการจำหน่ายสินค้าอุปกโภค บริโภค ค้าส่ง ค้าปลีก (แฟรน์ไชน์ 7-11),70 หมู่ที่ 7  ต.โป่ง อ.บางละมุง จ.ชลบุรี 20150
166,0203558003789,หจ.โชคนิยม เต็นท์,17/7/2558," 1,000,000 ",บริการเต้นท์ และอุปกรณ์งานเลี้ยงครบวงจร,14/5 หมู่ที่ 4  ต.หนองปลาไหล อ.บางละมุง จ.ชลบุรี 20150
167,0203558003924,หจ.สมบัติอิสรีย์,24/7/2558," 1,000,000 ",ประกอบธุรกิจรับเป็นผู้บริหารเกี่ยวกับด้านพาณิชยกรรม การตลาดและจัดจำหน่าย,154/38 หมู่ที่ 10  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150
168,0203558003959,หจ.ระเริงชัยการาจ,28/7/2558," 1,000,000 ",ประกอบกิจการซ่อมรถยนต์ ปะผุ เคาะ พ่นสีและบริการอื่นๆ,127/45 หมู่ที่ 6  ต.นาเกลือ อ.บางละมุง จ.ชลบุรี 20150
169,0205558018753,บจ.ทวีลาภผล จำกัด,1/7/2558," 1,000,000 ",ประกอบกิจการขนส่งและขนถ่ายสินค้า,132/7 หมู่ที่ 4  ต.บางละมุง อ.บางละมุง จ.ชลบุรี 20150
170,0205558018851,บจ.อินเตอร์คอลแลบ จำกัด,1/7/2558," 1,000,000 ",ประกอบกิจการเกี่ยวกับอสังหาริมทรัพย์,315/430 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150
171,0205558018931,บจ.ป๊อปส์ แอนด์ โค จำกัด,2/7/2558," 1,000,000 ",ประกอบกิจการซื้อขายเช่าให้เช่าเช่าซื้อขายฝากบ้านอาคารที่ดินและรับเหมาก่อสร้างอสังหาริมทรัพย์อื่นๆ,193/128 หมู่ที่ 10  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150
172,0205558018974,บจ.ซัวเรียร์ พร็อพเพอร์ตี้ เมเนจเม้นท์ จำกัด,2/7/2558," 1,000,000 ",ประกอบกิจการบริหารนิติบุคคลอาคารชุด,20/42 หมู่ที่ 8  ต.หนองปลาไหล อ.บางละมุง จ.ชลบุรี 20150
173,0205558019083,บจ.มองไกล คอร์ปอเรชั่น จำกัด,3/7/2558," 1,000,000 ",เป็นตัวแทนนายหน้า นำเข้า ส่งออก จำหน่ายสินค้าเวชภัณฑ์และเครื่องสำอางค์,33/111 หมู่ที่ 4  ต.ห้วยใหญ่ อ.บางละมุง จ.ชลบุรี 20150
174,0205558019113,บจ.พี แอนด์ พี 168 จำกัด,3/7/2558," 1,000,000 ",ประกอบกิจการค้าและให้บริการโทรศัพท์เคลื่อนที่ ระบบสื่อสารโทรคมนาคมทุกชนิดซิมการ์ดบัตรเติมเงินทุกระบบ,320/1 หมู่ที่ 12  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150
175,0205558019148,บจ.รินทร์วริษฐ์ จำกัด,3/7/2558," 1,000,000 ",รับเป็นที่ปรึกษา ให้ความรู้และคำแนะนำด้านการขาย บริหารงานและการพัฒนาคุณภาพบุคลากรขาย,72/159 หมู่ที่ 4  ต.บางละมุง อ.บางละมุง จ.ชลบุรี 20150
176,0205558019156,บจ.ฟาลโค่ เอ็นเตอร์ไพรซ์ จำกัด,3/7/2558," 1,000,000 ",ประกอบกิจการซื้อ ขาย ให้เช่า อสังหาริมทรัพย์,22/317 หมู่ที่ 10  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150
177,0205558019172,บจ.แฮร์ริสันส์ แอดเวนเจอร์ โบ๊ท จำกัด,6/7/2558," 1,000,000 ",ประกอบกิจการให้บริการเรือรับจ้าง เรือโดยสาร เรือนำเที่ยว และธุรกิจที่เกี่ยวกับเรือทุกประเภท,72/2 หมู่ที่ 14  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150
