นิติบุคคลจัดตั้งเดือนตุลาคม  2558,,,,,,,,
ทั่วประเทศ,,,,,,,,
ลำดับ,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
298,0203558005056,หจ.เคทีซี เอ็นจิเนียริ่งแอนด์พาร์ท,7/10/2558," 500,000 ",ประกอบกิจการจำหน่าย นำเข้าส่งออก เครื่องจักร เครื่องมือเครื่องใช้ อุปกรณ์ อะไหล่ วัสดุสิ้นเปลือง,98/41 หมู่ที่ 3  ต.ดอนหัวฬ่อ อ.เมืองชลบุรี จ.ชลบุรี 20000,,
299,0205558029801,บจ.เก็ทเตอร์ วัน อีควิปเม็นท์ จำกัด,22/10/2558," 500,000 ",ประกอบกิจการ จำหน่าย ระบบปรับอากาศ เครื่องทำความเย็น อะไหล่ และอุปกรณ์ทุกชนิด,221/55 หมู่ที่ 2  ต.สุรศักดิ์ อ.ศรีราชา จ.ชลบุรี 20110,,
300,0203558005285,หจ.เทพพรัตน์ รุ่งเรือง,21/10/2558," 500,000 ",ประกอบกิจการจำหน่ายเครื่องสำอาง อุปกรณ์เสริมความงาม,130/1 หมู่ที่ 1  ต.เกาะจันทร์ อ.เกาะจันทร์ จ.ชลบุรี 20240,,
301,0203558005391,หจ.เจบี แอคเคาน์ติ้ง,28/10/2558," 300,000 ",บริการจัดทำบัญชี,66/4 หมู่ที่ 2  ต.บางละมุง อ.บางละมุง จ.ชลบุรี 20150,,
302,0203558005269,หจ.น.ช. ทรานสปอร์ต,21/10/2558," 200,000 ",ประกอบกิจการรถรับส่งสินค้า,29/45 หมู่ที่ 4  ต.ห้วยกะปิ อ.เมืองชลบุรี จ.ชลบุรี 20130,,
303,0203558005251,หจ.สุพรรณีย์ การบัญชีและภาษีอากร,21/10/2558," 100,000 ",ประกอบกิจการบริการจัดทำบัญชี,71/2 หมู่ที่ 3  ต.ดอนหัวฬ่อ อ.เมืองชลบุรี จ.ชลบุรี 20000,,
304,0205558028015,บจ.ออเรนจ์ โปร เซอร์วิส จำกัด,2/10/2558," 100,000 ",ประกอบกิจการบริการทางด้านกฎหมาย ทางบัญชี,26/88 หมู่ที่ 4  ต.ห้วยใหญ่ อ.บางละมุง จ.ชลบุรี 20150,,
305,0205558030117,บจ.ริชเชส คอนซัลติ้ง จำกัด,28/10/2558," 100,000 ",รับจ้างเหมาแรงงาน และใหคำปรึกษาด้านบริหารงานบุคคล,209/121 หมู่ที่ 6 ซอยเพนียดช้าง ถนนพัทยาเหนือ  ต.นาเกลือ อ.บางละมุง จ.ชลบุรี 20150,,
306,0205558030206,บจ.ซานจีวานี กรุ๊ป จำกัด,29/10/2558," 100,000 ",ประกอบกิจการโรงแรมและค้าอสังหาริมทรัพย์,180/19 หมู่ที่ 5  ต.บางละมุง อ.บางละมุง จ.ชลบุรี 20150,,
307,0205558030338,บจ.ทีเอ สอบบัญชีและธุรกิจ จำกัด,30/10/2558," 100,000 ",ประกอบกิจการเกี่ยวกับงานสอบบัญชี,3/265 อาคารเซ็นเตอร์คอนโดเทล หมู่ที่ 10  ต.หนองปรือ อ.บางละมุง จ.ชลบุรี 20150,,
308,0205558029267,บจ.ชาแอนด์วุ้น เทสติ้ง เซอร์วิส จำกัด,16/10/2558," 100,000 ",ประกอบกิจการให้บริการทางตรวจสอบ ทางวิศวกรรม,125/63 หมู่ที่ 4  ต.พลูตาหลวง อ.สัตหีบ จ.ชลบุรี 20180,,
1,0215558007280,บจ.กิจรุ่งเรือง ค้าเหล็ก จำกัด,21/10/2558," 5,000,000 ",ประกอบกิจการร้านเหล็กทุกชนิดและจำหน่ายเหล็กรูปพรรณ เหล็กเส้น อุปกรณ์งานเหล็ก,152/44 หมู่ที่ 16  ต.ตะพง อ.เมืองระยอง จ.ระยอง 21000,,
2,0215558006879,บจ.ก้าวนำโชค 24 จำกัด,2/10/2558," 5,000,000 ",ประกอบกิจการซื้อ ขาย ที่ดิน จัดสรร ซื้อขายที่ดินพร้อมสิ่งปลูกสร้าง,195/24 หมู่ที่ 5  ต.บ้านฉาง อ.บ้านฉาง จ.ระยอง 21130,,
3,0215558006828,บจ.เจ. อินเตอร์ เซอร์วิส จำกัด,1/10/2558," 5,000,000 ",ประกอบกิจการรับเหมาก่อสร้างทั่วไป,14/9 ถนนเนินสำลี  ต.เนินพระ อ.เมืองระยอง จ.ระยอง 21150,,
4,0215558006984,บจ.กานต์ณิชชา จำกัด,8/10/2558," 5,000,000 ",ประกอบกิจการโรงแรม ภัตตาคาร บาร์ ไนท์คลับ โบว์ลิ่ง อาบอบนวด โรงภาพยนต์และมโหรสพ สถานที่ักตากอากาศ,530/1 ถนนสุขุมวิท  ต.เนินพระ อ.เมืองระยอง จ.ระยอง 21150,,
5,0215558007174,บจ.ไร่โกทอง ซัพพลาย จำกัด,19/10/2558," 5,000,000 ",ประกอบกิจการจำหน่าย วัสดุ หิน ดิน ทราย และวัสดุก่อสร้างอื่นๆ,489 ถนนสุขุมวิท  ต.ห้วยโป่ง อ.เมืองระยอง จ.ระยอง 21150,,
6,0215558007395,บจ.สเปเชียล อีควิปเม้นท์ ซัพพลาย (ไทยแลนด์) จำกัด,28/10/2558," 4,000,000 ",ประกอบกิจการรับเหมาก่อสร้างทุกชนิดรวมทั้งงานโยธาทุกประเภท,5/178 หมู่ที่ 2  ต.เชิงเนิน อ.เมืองระยอง จ.ระยอง 21000,,
7,0215558007425,บจ.ธุรกิจวรรณมั่งคั่ง จำกัด,30/10/2558," 4,000,000 ",ประกอบกิจการขายปลีกขายส่ง นำเข้าส่งออก สินค้าตามวัตถุที่ประสงค์ทุกชนิด,71/2 หมู่ที่ 2  ต.น้ำคอก อ.เมืองระยอง จ.ระยอง 21000,,
8,0215558007352,บจ.ประดิษฐ์นาม เขาดิน โลหะภัณฑ์ จำกัด,26/10/2558," 3,000,000 ",ประกอบกิจการจำหน่ายจัดซื้อจัดหาวัสดุอุปกรณ์ เครื่องมือ เครื่องใช้ ในโรงงานอุตสาหกรรม,222/83 หมู่ที่ 6  ต.ทุ่งควายกิน อ.แกลง จ.ระยอง 21110,,
9,0215558007379,บจ.ซีดรี อินเตอร์เนชั่นแนล(ไทยแลนด์) จำกัด,27/10/2558," 3,000,000 ",ประกอบกิจการรับเหมาก่อสร้างอาคาร อาคารพาณิชย์ สถานที่ทำการ ถนน สะพานงานโยธาทุกชนิด,313/9 หมู่ที่ 1  ต.มะขามคู่ อ.นิคมพัฒนา จ.ระยอง 21180,,
10,0215558007107,บจ.วรพัฒนวิบูล จำกัด,14/10/2558," 2,500,000 ",ปรกอบกิจการโรงแรม,30/9 ซอย3 (ถนนราษฎร์บำรุง)  ต.เนินพระ อ.เมืองระยอง จ.ระยอง 21150,,
11,0215558006968,บจ.3เอ็นพี คอนสตรัคชั่น จำกัด,8/10/2558," 2,000,000 ",ประกอบกิจการรับเหมาก่อสร้างทุกชนิด รวมทั้งรับทำงานโยธาทุกประเภท,103/5 ถนนสมุทรคงคา  ต.ท่าประดู่ อ.เมืองระยอง จ.ระยอง 21000,,
