นิติบุคคลจัดตั้งเดือนพฤศจิกายน  2558,,,,,,,,
ทั่วประเทศ,,,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
161,0125558027745,บจ.เจเอ็น ดิ พิซซ่าต้า จำกัด,24/11/2558," 1,000,000 ",ประกอบกิจการค้าอาหารและเครื่องดื่ม,88/71 หมู่บ้านนันทวันแจ้งวัฒนะ-ราชพฤกษ์ หมู่ที่ 3 ถนนราชพฤกษ์  ต.บางตะไนย์ อ.ปากเกร็ด จ.นนทบุรี 11120,,
162,0125558027761,บจ.พลังเอก 333 จำกัด,24/11/2558," 1,000,000 ",ประกอบกิจการรับเป็นที่ปรึกษาฝึกอบรม,89/38 หมู่บ้านเศรษฐสิริ ชัยพฤกษ์-แจ้งวัฒนะ หมู่ที่ 5  ต.บางพลับ อ.ปากเกร็ด จ.นนทบุรี 11120,,
163,0125558027796,บจ.ทริปเปิ้ล ไนน์ ซัพพลาย แอนด์ เซอร์วิส จำกัด,24/11/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,22/313 อาคารเมืองทอง 7 (ที7)  ต.บ้านใหม่ อ.ปากเกร็ด จ.นนทบุรี 11120,,
164,0125558027800,บจ.เดอะ โลเคชั่น จำกัด,24/11/2558," 1,000,000 ",ประกอบกิจการให้บริการเพื่อสาธารณสุขสิ่งแวดล้อม รวมทั้งสิ่งแวดล้อมทั่วไปตามสถานที่สาธารณะ,16/52 หมู่ที่ 8  ต.บางพูด อ.ปากเกร็ด จ.นนทบุรี 11120,,
165,0125558027826,บจ.เอสดับบลิวซี ทรานสปอร์ตเทชั่น จำกัด,25/11/2558," 1,000,000 ",ประกอบกิจการขนส่งและขนถ่ายสินค้าทั้งในประเทศและต่างประเทศ,90/754 หมู่ที่ 5  ต.ท่าอิฐ อ.ปากเกร็ด จ.นนทบุรี 11120,,
166,0125558027869,บจ.เทค พรอสเพอริตี้ เซอร์วิส จำกัด,25/11/2558," 1,000,000 ",รับซ่อมคอมพิวเตอร์ ปริ้นเตอร์ เครื่องใช้สำนักงานออฟฟิศ เครื่องใช้ไฟฟ้า ระบบไฟฟ้า,144/206 หมู่ที่ 1  ต.ปากเกร็ด อ.ปากเกร็ด จ.นนทบุรี 11120,,
167,0125558027893,บจ.ซีลเทค แอนด์ เซอร์วิส จำกัด,25/11/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้าง,90/748 หมู่ที่ 5  ต.ท่าอิฐ อ.ปากเกร็ด จ.นนทบุรี 11120,,
168,0125558027966,บจ.คีร่า ไลน์ จำกัด,26/11/2558," 1,000,000 ",ประกอบกิจการผลิตสื่อสิ่งพิมพ์ทุกชนิด,47/80 หมู่ที่ 9  ต.บางพูด อ.ปากเกร็ด จ.นนทบุรี 11120,,
169,0125558027974,บจ.อาร์จินโต้ จำกัด,26/11/2558," 1,000,000 ",ประกอบกิจการผลิตสื่อสิ่งพิมพ์,47/80 หมู่ที่ 9  ต.บางพูด อ.ปากเกร็ด จ.นนทบุรี 11120,,
170,0125558027982,บจ.ดาโกต้า กรุ๊ป จำกัด,26/11/2558," 1,000,000 ",ประกอบกิจการผลิตสื่อสิ่งพิมพ์ทุกชนิด,47/80 หมู่ที่ 9  ต.บางพูด อ.ปากเกร็ด จ.นนทบุรี 11120,,
171,0125558028008,บจ.อโมรี่ กรุ๊ป จำกัด,26/11/2558," 1,000,000 ",ประกอบกิจการผลิตสื่อสิ่งพิมพ์ทุกชนิด,47/80 หมู่ที่ 9  ต.บางพูด อ.ปากเกร็ด จ.นนทบุรี 11120,,
172,0125558028032,บจ.เน็กซ์เพจ ไนน์ จำกัด,26/11/2558," 1,000,000 ",ประกอบกิจการประมูลงานหรือรับจ้างทำของ,1/263 หมู่ที่ 9  ต.บางพูด อ.ปากเกร็ด จ.นนทบุรี 11120,,
173,0125558028229,บจ.พีเอสเอ็น เฟอร์นิท จำกัด,30/11/2558," 1,000,000 ",ประกอบกิจการรับออกแบบและตกแต่งภายในและภายนอกอาคาร,99/140 หมู่ที่ 4  ต.คลองข่อย อ.ปากเกร็ด จ.นนทบุรี 11120,,
174,0125558028237,บจ.ทีเอ็ม เทค แอนด์ โซลูชั่น จำกัด,30/11/2558," 1,000,000 ",กิจกรรมให้คำปรึกษาทางด้านซอฟต์แวร์,55/606 ถนนบอนด์สตรีท  ต.บางพูด อ.ปากเกร็ด จ.นนทบุรี 11120,,
175,0123558005472,หจ.ช. 5219 ติดตั้งไฟฟ้า,19/11/2558," 1,000,000 ",ประกอบกิจการให้บริการตรวจสอบ ทดสอบ วางระบบและติดตั้งระบบไฟฟ้าอาคาร,99/62 หมู่ที่ 4  ต.ปลายบาง อ.บางกรวย จ.นนทบุรี 11130,,
176,0123558005561,หจ.แอกมี่ อัลตร้าโซนิค ทูล,26/11/2558," 1,000,000 ",ผลิต รับจ้างทำของ บริการรับซ่อม เครื่องล้าง เครื่องเชื่อม เครื่องมือพิเศษ,88/94 หมู่ที่ 3 ถนนนครอินทร์  ต.บางคูเวียง อ.บางกรวย จ.นนทบุรี 11130,,
177,0125558026081,บจ.ลิ้มบางบาล  แก๊ส จำกัด,2/11/2558," 1,000,000 ",ประกอบกิจการสถานีน้ำมัน เชื้อเพลิง ต่างๆ,222/12 หมู่ที่ 2  ต.บางขุนกอง อ.บางกรวย จ.นนทบุรี 11130,,
178,0125558026251,บจ.เค. เอ็ม. อินเตอร์ เซอร์วิสเซส จำกัด,4/11/2558," 1,000,000 ",ประกอบกิจการให้คำปรึกษาแนะนำการอยู่ต่อในราชอาณาจักรและใบอนุญาติของทำงานคนต่างชาติ หน่ายงานราชการ,89/269 หมู่บ้านศุภาลัย การ์เด้นวิลล์ หมู่ที่ 1  ต.ศาลากลาง อ.บางกรวย จ.นนทบุรี 11130,,
179,0125558026277,บจ.ใจดี ทริป แอนด์ อินเตอร์เทรด กรุ๊ป จำกัด,4/11/2558," 1,000,000 ",จำหน่ายและติดตั้งเครื่องเสียงรถยนต์และอุปกรณ์ตกแต่รถยนต์ ทุกประเภท,199/130 หมู่ที่ 3  ต.บางสีทอง อ.บางกรวย จ.นนทบุรี 11130,,
180,0125558026471,บจ.ทรูสเกล เดคอร์ จำกัด,6/11/2558," 1,000,000 ",ประกอบกิจการรับเเหมาก่อสร้างอาคาร อาคารพาณิชย์,137/157 หมู่ที่ 5  ต.มหาสวัสดิ์ อ.บางกรวย จ.นนทบุรี 11130,,
181,0125558026595,บจ.เฟิร์ส ทีเจ จำกัด,9/11/2558," 1,000,000 ",ประกอบกิจการจำหน่าย นำเข้า สารเคมี,9/68 หมู่ที่ 4  ต.บางขุนกอง อ.บางกรวย จ.นนทบุรี 11130,,
182,0125558026765,บจ.ทีเจ แอนด์ ซัน จำกัด,11/11/2558," 1,000,000 ",ประกอบกิจการจำหน่าย ซ่อม ติดตั้ง เครื่องมือวัด เครื่องมือทดสอบ เครื่องจักร และอุปกรณ์วิทยาศาสตร์,89/283 หมู่ที่ 3  ต.บางขุนกอง อ.บางกรวย จ.นนทบุรี 11130,,
