นิติบุคคลจัดตั้งเดือนสิงหาคม  2558,,,,,,,,
ทั่วประเทศ,,,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
95,0135558015224,บจ.จีโอ ไอยรา จำกัด,11/8/2558," 1,000,000 ",ก่อสร้างอาคารที่เป็นที่พักอาศัยทุกประเภท อาคารอยู่อาศัยอาคารสูง ดัดแปลงปรับปรุงอาคารเดิม,99/4-5 หมู่ที่ 10  ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120,,
96,0135558015232,บจ.นีโอ ไอยรา จำกัด,11/8/2558," 1,000,000 ",ก่อสร้างอาคารที่เป็นที่พักอาศัยทุกประเภท อาคารอยู่ิาศัยรวมอาคารสูง ดัดแปลงปรับปรุงอาคารเดิม,99/4-5 หมู่ที่ 10  ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120,,
97,0135558015241,บจ.อโฟรไดท์ จำกัด,11/8/2558," 1,000,000 ",ประกอบกิจการ ให้บริการดูแลความงามแต่งเล็บมือและเล็บเท้า ครบวงจร,99/6 หมู่ที่ 10  ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120,,
98,0135558015259,บจ.ดิ นครา จำกัด,11/8/2558," 1,000,000 ",ก่อสร้างอาคารที่เป็นที่พักอาศัยทุกประเภท อาคารอยู่อาศัยรวมอาคารสูง ดัดแปลงปรับปรุงอาคารเดิม,99/4-5 หมู่ที่ 10  ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120,,
99,0135558015267,บจ.ดิ นครา ดีเวลลอปเม้นท์ จำกัด,11/8/2558," 1,000,000 ",ก่อสร้างอาคารที่เป็นที่พักอาศัยทุกประเภท อาคารอยู่อาศัยรวมอาคารสูง ดัดแปลงปรับปรุงอาคารเดิม,99/4-5 หมู่ที่ 10  ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120,,
100,0135558015313,บจ.อาร์ ซี เอส เทคโนโลยี จำกัด,13/8/2558," 1,000,000 ",ประกอบกิจการโรงงานผลิต อะไหล่และอุปกรณ์สำหรับสินค้าประเภท เครื่องจักรกล เครื่องยนต์,44/61 หมู่ที่ 10  ต.คลองสอง อ.คลองหลวง จ.ปทุมธานี 12120,,
101,0135558015348,บจ.เอสพี เอเจนซี่ จำกัด,14/8/2558," 1,000,000 ",รับเป็นตัวแทนนายหน้าติดต่อ ซื้อ ขาย ให้เช่า สินค้าที่ดินอาคารที่พักอาศัย สถานที่ทำการ อาคารสำนักงานโ,99 หมู่ที่ 5  ต.คลองสี่ อ.คลองหลวง จ.ปทุมธานี 12120,,
102,0135558015402,บจ.เอ็ม เทค เอนจิเนียริ่ง (2015) จำกัด,17/8/2558," 1,000,000 ",ประกอบกิจการรับเหมาติดตั้งระบบไฟฟ้าในโรงงานอุตสาหกรรม,30/893 หมู่บ้านพฤกษา 11 หมู่ที่ 2  ต.คลองสาม อ.คลองหลวง จ.ปทุมธานี 12120,,
103,0135558015453,บจ.มอนด์ด้า จำกัด,18/8/2558," 1,000,000 ",ประกอบกิจการค้า สบู่ ยาสีฟัน ผงซักฟอก เครื่องดื่ม อาหารเสริม สินค้าเบ็ดเตล็ด,43/806 อาคารบุญอนันต์ ชั้นที่ 8 หมู่บ้านเมืองแก้วมณี หมู่ที่ 7  ต.คลองสาม อ.คลองหลวง จ.ปทุมธานี 12120,,
104,0135558015496,บจ.เอ เจ เจ. การโยธา จำกัด,19/8/2558," 1,000,000 ",ประกอบกิจการ รับเหมาก่อสร้างอาคาร อาคารพาณิชย์ อาคารที่พักอาศัย สถานที่ทำการ,38/249 หมู่ที่ 7  ต.คลองสอง อ.คลองหลวง จ.ปทุมธานี 12120,,
105,0135558015640,บจ.เอ็นดับบลิว เอ็นจิเนียริ่ง แอนด์ ซัพพลาย จำกัด,19/8/2558," 1,000,000 ",บริการจัดหาและจำหน่ายวัสดุและอุปกรณ์สำนักงานและอุปกรณ์โรงงาน,33/92 หมู่ที่ 14  ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120,,
106,0135558015666,บจ.โปร เมดิคัล แล็บ จำกัด,19/8/2558," 1,000,000 ",ประกอบกิจการ ให้บริการตรวจสุขภาพทางการแพทย์ และตรวจแล็บ ทั้งในและนอกสถานที่,37/77 หมู่ที่ 3  ต.คลองสาม อ.คลองหลวง จ.ปทุมธานี 12120,,
107,0135558015704,บจ.บริ๊ก ดีไซน์ กรุ๊ป จำกัด,20/8/2558," 1,000,000 ",รับออกแบบและผลิตสื่อสิ่งพิมพ์ทุกชนิด รวมทั้งออกแบบและสกรีน-ปักเสื้อ,36/218 หมู่ที่ 2  ต.คลองสาม อ.คลองหลวง จ.ปทุมธานี 12120,,
108,0135558015747,บจ.เอสเอ็น ออโต้พาร์ท เทรดดิ้ง จำกัด,20/8/2558," 1,000,000 ",ประกอบกิจการผลิตแม่พิมพ์ รับจ้างกลึงโลหะ เชื่อม อ๊อก ด้วยเครื่องใช้ไฟฟ้าทุกชนิด,176/6 หมู่ที่ 13  ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120,,
109,0135558015798,บจ.แอล ซี ไอ เอส จำกัด,21/8/2558," 1,000,000 ",ประกอบกิจการโรงเรียนกวดวิชา,26/8 หมู่ที่ 17  ต.คลองหนึ่ง อ.คลองหลวง จ.ปทุมธานี 12120,,
110,0135558015836,บจ.ซี. ดี. อี. (ประเทศไทย) จำกัด,21/8/2558," 1,000,000 ",ประกอบกิจการออกแบบงานสิ่งพิมพ์และศิลปะ รับผลิตสิ่งพิมพ์และงานศิลปะ,35/388 หมู่บ้านภัสสร 12 หมู่ที่ 2  ต.คลองสาม อ.คลองหลวง จ.ปทุมธานี 12120,,
111,0135558015861,บจ.สำเร็จ เอ็นจิเนียริ่ง จำกัด,21/8/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างอาคารพาณิชย์ อาคารที่พักอาศัย รวมทั้งรับทำงานโยธาทุกประเภท,44/279 หมู่ที่ 4  ต.คลองสอง อ.คลองหลวง จ.ปทุมธานี 12120,,
112,0135558015887,บจ.แอดว้านซ์  เมดเทค จำกัด,21/8/2558," 1,000,000 ",จำหน่ายเครื่องมือ หรืออุปกรณ์ทางการแพทย์ วัสดุ-คุรุภัณฑ์ทางการแพทย์ รวมทั้งอะไหล่,99/249 หมู่บ้านไทยสมบูรณ์ 3 หมู่ที่ 4  ต.คลองสาม อ.คลองหลวง จ.ปทุมธานี 12120,,
